author_id,publication_year,institution_ids,institution_names,institution_categories
A5002521031,2024,,,unknown
A5100694911,2024,,,unknown
A5065997378,2024,,,unknown
A5109750114,2024,,,unknown
A5101030159,2024,,,unknown
A5059000579,2024,,,unknown
A5040231655,2024,,,unknown
A5057497085,2024,,,unknown
A5039157097,2024,I2801624344,Soonchunhyang University Hospital Seoul,healthcare
A5069846351,2024,I2801624344,Soonchunhyang University Hospital Seoul,healthcare
A5101600195,2024,I24541011,Soonchunhyang University,education
A5101681546,2024,I24541011,Soonchunhyang University,education
A5044063616,2024,I2801624344;I4210130191,Cranbrook Institute of Science;Soonchunhyang University Hospital Seoul,healthcare;research_institute
A5001052591,2024,I2801624344;I58956616,Case Western Reserve University;Soonchunhyang University Hospital Seoul,education;healthcare
A5054588294,2024,I165028127;I4210105394,Konyang University;Konyang University Hospital,education;healthcare
A5002651535,2024,I2801851002,Harvard University Press,unknown
A5072380083,2024,I63966007;I95457486,"Massachusetts Institute of Technology;University of California, Berkeley",education
A5115048070,2024,I83259278;I8636806,Manouba University;University of Sousse,education
A5090627348,2024,I83259278,Manouba University,education
A5024745665,2024,I83259278;I8636806,Manouba University;University of Sousse,education
A5008442844,2024,I84884186,Newcastle University,education
A5080594614,2024,I84884186,Newcastle University,education
A5001636312,2024,I91044093,Zayed University,education
A5078579518,2024,I84218800,"University of California, Davis",education
A5073356631,2024,I27837315,University of Michigan,education
A5002260422,2024,I79238269,Universidad de Sevilla,education
A5014646572,2024,I79238269,Universidad de Sevilla,education
A5052511858,2024,I100205273,Universidad Técnica Particular de Loja,education
A5035730267,2024,I100205273,Universidad Técnica Particular de Loja,education
A5050656525,2024,I12912129,Northeastern University,education
A5051546452,2024,I12912129,Northeastern University,education
A5054253962,2024,I14243506,Hong Kong Polytechnic University,education
A5106716461,2024,I14243506,Hong Kong Polytechnic University,education
A5101061607,2024,I51195161,École de management de Lyon,education
A5015903360,2024,I129162050,TBS Education,education
A5015855579,2024,I4210123379,Kirchliche Pädagogische Hochschule Wien/Niederösterreich,education
A5038465149,2024,I14243506,Hong Kong Polytechnic University,education
A5069693480,2024,I14243506,Hong Kong Polytechnic University,education
A5007012569,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5062706653,2024,I11957088,Michigan Technological University,education
A5082239567,2024,I14243506,Hong Kong Polytechnic University,education
A5100654665,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5079477210,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5059653088,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5021825994,2024,I200296433;I4210120929;I58200834,Chinese Academy of Medical Sciences & Peking Union Medical College;Southern Medical University;Zhujiang Hospital,education;healthcare
A5063138720,2024,I183067930;I200296433;I4210135742,Chinese Academy of Medical Sciences & Peking Union Medical College;Shanghai First People's Hospital;Shanghai Jiao Tong University,education;healthcare
A5066768244,2024,I4210120929;I58200834,Southern Medical University;Zhujiang Hospital,education;healthcare
A5040734290,2024,I145847075;I183067930;I200296433;I4210126592;I4210135742,Chinese Academy of Medical Sciences & Peking Union Medical College;National Clinical Research;Shanghai First People's Hospital;Shanghai Jiao Tong University;TU Wien,education;healthcare;research_institute
A5101875434,2024,I4210120929;I58200834,Southern Medical University;Zhujiang Hospital,education;healthcare
A5100340223,2024,I145847075;I200296433;I4210126592,Chinese Academy of Medical Sciences & Peking Union Medical College;National Clinical Research;TU Wien,education;research_institute
A5082582836,2024,I4210120929;I58200834,Southern Medical University;Zhujiang Hospital,education;healthcare
A5100409879,2024,I4210120929;I58200834,Southern Medical University;Zhujiang Hospital,education;healthcare
A5050960828,2024,I4210120929;I58200834,Southern Medical University;Zhujiang Hospital,education;healthcare
A5082044822,2024,I12832649,Gachon University,education
A5050660899,2024,I110217816,Dongduk Women's University,education
A5100451369,2024,I124633538,University of Seoul,education
A5012428787,2024,I106165777,University of Central Florida,education
A5101509377,2024,I106165777,University of Central Florida,education
A5084361252,2024,I20089843,Princeton University,education
A5026292394,2024,I20089843,Princeton University,education
A5070782573,2024,I20089843,Princeton University,education
A5026859578,2024,I20089843,Princeton University,education
A5052233436,2024,I20089843,Princeton University,education
A5053647594,2024,I20089843,Princeton University,education
A5101262600,2024,I143593769,East China University of Science and Technology,education
A5091083031,2024,I143593769,East China University of Science and Technology,education
A5001664483,2024,I244572783,Symbiosis International University,education
A5076787084,2024,I244572783,Symbiosis International University,education
A5100742471,2024,I197347611,Korea University,education
A5107861430,2024,,,unknown
A5050176135,2024,I158867519,International Management Institute,education
A5061965708,2024,I94722563,University of Jyväskylä,education
A5071212191,2024,I177969490,University of Southern Denmark,education
A5049597789,2024,I205783295,Cornell University,education
A5039672240,2024,I189462010,Universiti Brunei Darussalam,education
A5056446470,2024,I189462010,Universiti Brunei Darussalam,education
A5039234629,2024,I189462010,Universiti Brunei Darussalam,education
A5023793341,2024,I189462010,Universiti Brunei Darussalam,education
A5023295596,2024,I189462010,Universiti Brunei Darussalam,education
A5064192743,2024,I172980758,Kennesaw State University,education
A5046635673,2024,I181565077,Georgia State University,education
A5008010057,2024,I181565077,Georgia State University,education
A5100743605,2024,I172980758,Kennesaw State University,education
A5100372134,2024,I181565077,Georgia State University,education
A5072627238,2024,I181565077,Georgia State University,education
A5016099739,2024,,,unknown
A5103182644,2024,,,unknown
A5045460222,2024,,,unknown
A5061951606,2024,,,unknown
A5021713263,2024,,,unknown
A5108299659,2024,,,unknown
A5026151059,2024,I904495901,Ruhr University Bochum,education;unknown
A5025793777,2024,,,unknown
A5068823525,2024,,,unknown
A5091841504,2024,,,unknown
A5038242041,2024,,,unknown
A5074204533,2024,,,unknown
A5085818578,2024,,,unknown
A5003054496,2024,,,unknown
A5084415727,2024,I3018771216;I8204097,LMU Klinikum;Ludwig-Maximilians-Universität München,education;healthcare;unknown
A5022202456,2024,,,unknown
A5077309439,2024,,,unknown
A5058031547,2024,,,unknown
A5009539513,2024,,,unknown
A5045935456,2024,,,unknown
A5101934111,2024,,,unknown
A5050017514,2024,,,unknown
A5017069785,2024,,,unknown
A5036302820,2024,,,unknown
A5010706885,2024,,,unknown
A5036349429,2024,I4626487,King Faisal University,education
A5002073061,2024,I119744171,Higher Colleges of Technology,education
A5092123073,2024,I4626487,King Faisal University,education
A5098993669,2024,I21173400;I4210165529;I931278978,College of Business Administration;Mutah University;University of Business and Technology,education
A5103081211,2024,I35928602,Kyung Hee University,education
A5000034409,2024,I35928602,Kyung Hee University,education
A5064207123,2024,I35928602,Kyung Hee University,education
A5100657823,2024,I35928602,Kyung Hee University,education
A5018713931,2024,I1291425158,Google (United States),company
A5014136925,2024,I130785548,Clark University,education
A5043754028,2024,I130769515,Pennsylvania State University,education
A5049173646,2024,I78577930,Columbia University,education
A5069890392,2024,I180437899;I4210113316,Institute for Information Management Bremen;University of Bremen,education;nonprofit
A5040735139,2024,I118118575,New Jersey Institute of Technology,education
A5093441221,2024,,,unknown
A5093909256,2024,,,unknown
A5093258474,2024,,,unknown
A5093799244,2024,,,unknown
A5093718337,2024,,,unknown
A5067049637,2024,,,unknown
A5093909257,2024,,,unknown
A5114296512,2024,I184925374,Sanata Dharma University,education
A5045245219,2024,I8408910,Cardiff Metropolitan University,education
A5056590849,2024,I8408910,Cardiff Metropolitan University,education
A5100741896,2024,I863896202,Delhi Technological University,education
A5066690479,2024,I8408910,Cardiff Metropolitan University,education
A5079892314,2024,I9927081,Aalto University,education
A5101368759,2024,I56624758,Kansai University,education
A5027418935,2024,I56624758,Kansai University,education
A5030423272,2024,I4210119349,Karlsruhe University of Education,education
A5053773891,2024,,,unknown
A5092993349,2024,I25217355,University of Pavia,education
A5076899663,2024,,,unknown
A5046319461,2024,,,unknown
A5062705104,2024,,,unknown
A5006532556,2024,I49185572,Yunnan University of Finance And Economics,education
A5028206189,2024,I1118541,University of East Anglia,education
A5020977692,2024,I130343225,Universiti Putra Malaysia,education
A5093336259,2024,I84339108,Sunway University,education
A5098952654,2024,I60205797,Abilene Christian University,education
A5098952655,2024,I60205797,Abilene Christian University,education
A5098952656,2024,I60205797,Abilene Christian University,education
A5066001442,2024,I60205797,Abilene Christian University,education
A5098952657,2024,I60205797,Abilene Christian University,education
A5098952658,2024,I60205797,Abilene Christian University,education
A5098952659,2024,I60205797,Abilene Christian University,education
A5008679183,2024,I60205797,Abilene Christian University,education
A5006277733,2024,I177725633,Chinese University of Hong Kong,education
A5103733149,2024,I177725633,Chinese University of Hong Kong,education
A5100425929,2024,I173899330,Henan University,education
A5070791787,2024,,,unknown
A5005530463,2024,I102149020,University of North Carolina at Charlotte,education
A5065674172,2024,I118347636,Australian National University,education
