id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,primary_institution_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,all_institution_names_this_year,all_target_firm_labels_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5091388050,A5091388050,Haiwen Li,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,Beijing University of Posts and Telecommunications,education,Other,Beijing University of Posts and Telecommunications,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2109
A5091389236,A5091389236,Shirley S. Ho,Nanyang Technological University,I172675005,education,education,Other,Nanyang Technological University,education,Other,Nanyang Technological University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,1.571184412552301e-75,693
A5091389636,A5091389636,Shicong Cen,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,867
A5091399998,A5091399998,Inese Poļaka,University of Latvia,I91123046,education,education,Other,University of Latvia,education,Other,University of Latvia,Other,False,False,1,2024,0.0004668970025212438,10.0,0.0,1.7617873229081176e-61,1056
A5091402854,A5091402854,Sophia Soomin Lee,University of Florida,I33213144,education,education,Other,University of Florida,education,Other,University of Florida,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,2.3421172327233723e-18,219
A5091408797,A5091408797,Hong Qin,Stony Brook University,I59553526,education,education,Other,Stony Brook University,education,Other,Stony Brook University,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,1140
A5091410486,A5091410486,Xiangxie Zhang,Alibaba Group (United States),I4210095624,company,company,Other,Alibaba Group (United States),company,Other,Alibaba Group (United States),Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,724
A5091417392,A5091417392,Ashwin M. Aji,Advanced Micro Devices (United States),I4210137977,company,company,Other,Advanced Micro Devices (United States),company,Other,Advanced Micro Devices (United States),Other,False,False,1,2024,0.0004668970025212438,10.0,0.0,1.2357578770802331e-60,609
A5091421738,A5091421738,Agnes Agnes,Catholic University of America,I84470341,education,education,Other,Catholic University of America,education,Other,Catholic University of America,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1832
A5091425252,A5091425252,Yui Sudo,Honda (Japan),I1283473643,company,company,Other,Honda (Japan),company,Other,Carnegie Mellon University;Carnegie Mellon University Africa;Honda (Japan),Other,True,True,1,2024,0.00014006910075637312,3.0,0.0,4.0969275193106336e-41,45
A5091429171,A5091429171,Bin Yang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,9.337940050424876e-05,2.0,0.0,7.743730303647295e-100,784
A5091432188,A5091432188,Barry Lehane,University of Western Australia,I177877127,education,education,Other,University of Western Australia,education,Other,University of Western Australia,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.0508986850863488e-90,750
A5091432434,A5091432434,Elena A. Sergienko,Lomonosov Moscow State University,I19880235,education,education,Other,Lomonosov Moscow State University,education,Other,Lomonosov Moscow State University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,131
A5091438222,A5091438222,Andrew M. Walters,University of Washington,I201448701,education,education,Other,University of Washington,education,Other,University of Washington,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,2.6517586499069973e-05,132
A5091440798,A5091440798,Bill Wright,Research Network (United States),I4210156829,company,company,Other,Research Network (United States),company,Other,Providence College;Research Network (United States),Other,True,True,1,2024,0.0012606219068073583,27.0,0.0,8.545424549105551e-06,0
A5091446143,A5091446143,Shreyas Chaudhari,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,1288
A5091465907,A5091465907,Jiabo Ye,Alibaba Group (United States),I4210095624,company,company,Other,Alibaba Group (United States),company,Other,Alibaba Group (United States),Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.4468380634516967e-14,103
A5091466289,A5091466289,Huamin Qu,Hong Kong University of Science and Technology,I200769079,education,education,Other,Hong Kong University of Science and Technology,education,Other,Harvard University Press;Hong Kong University of Science and Technology;University of California San Diego;University of Minnesota,Other,True,False,1,2024,0.00018675880100849752,4.0,0.0,3.6961248166984605e-17,74
A5091470151,A5091470151,Ornella Piazza,University of Salerno,I131729948,education,education,Other,University of Salerno,education,Other,University of Salerno,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,1078
A5091475583,A5091475583,Pascal Sager,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1352
A5091476496,A5091476496,Hwon Heo,Yonsei University,I193775966,education,education,Other,Yonsei University,education,Other,Yonsei University,Other,False,False,1,2024,0.0006536558035297413,14.0,0.0,6.449888802649802e-52,806
A5091479586,A5091479586,Alyazia Aldhaheri,Technology Innovation Institute,I4210087059,facility,research_institute,Other,Technology Innovation Institute,research_institute,Other,Technology Innovation Institute,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.552333416637652e-13,108
A5091483928,A5091483928,A. Q. Guo,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2520
A5091489017,A5091489017,Xinzheng Lu,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1681
A5091491018,A5091491018,Pei Ke,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0005135867027733682,12.0,0.0,4.293432383561734e-09,96
A5091491813,A5091491813,Robert Avram,Université de Montréal,I70931966,education,education,Other,Université de Montréal,education,Other,Montreal Heart Institute;Université de Montréal,Other,True,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1364
A5091502681,A5091502681,Jeremy A. Sullivan,Arc Research Institute,I4390039274,nonprofit,nonprofit,Other,Arc Research Institute,nonprofit,Other,Arc Research Institute;Palo Alto Institute,Other,True,False,1,2024,0.0008871043047903632,19.0,0.0,3.058711264262541e-11,213
A5091515481,A5091515481,Xingjian Shi,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1681236283547643e-79,151
A5091518548,A5091518548,Chao Huang,University of Hong Kong,I889458895,education,education,Other,University of Hong Kong,education,Other,University of Hong Kong,Other,False,False,7,2024,0.0008404146045382389,39.0,0.00015689204264802945,4.368710591673256e-12,414
A5091518967,A5091518967,Tianfei Zhou,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.307601391838875e-13,259
A5091523988,A5091523988,Ellen Wright Clayton,Vanderbilt University Medical Center,I901861585,healthcare,healthcare,Other,Vanderbilt University Medical Center,healthcare,Other,Vanderbilt University Medical Center,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,1.1822429568029827e-10,132
A5091525681,A5091525681,Yan‐Pei Cao,Tencent (China),I2250653659,company,company,Other,Tencent (China),company,Other,Tencent (China);University of Hong Kong,Other,True,True,3,2024,0.0006536558035297413,15.0,0.0023700799504794705,2.5492592253288243e-11,134
A5091528537,A5091528537,Xingjian Du,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0019142777103370995,41.0,0.0,6.678697810822854e-11,32
A5091528868,A5091528868,Areej Alsaafin,Mayo Clinic in Florida,I4210146710,healthcare,healthcare,Other,Mayo Clinic in Florida,healthcare,Other,Mayo Clinic in Florida,Other,False,False,1,2024,0.0006536558035297413,14.0,0.0,6.449888802649802e-52,521
A5091541300,A5091541300,Christian Weber,University of Siegen,I206895457,education,education,Other,University of Siegen,education,Other,University of Siegen,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,602
A5091542874,A5091542874,Taicheng Guo,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.1277806118365883e-15,92
A5091545215,A5091545215,Natsuda Kaothanthong,Thammasat University,I108108428,education,education,Other,Thammasat University,education,Other,Thammasat University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,2363
A5091547772,A5091547772,Yuqing Guo,Fudan University,I24943067,education,education,Other,Fudan University,education,Other,Fudan University;Huadong Hospital,Other,True,True,1,2024,0.00037351760201699503,8.0,0.0,3.718426272332034e-64,411
A5091578590,A5091578590,Aeri Cho,Seoul National University,I139264467,education,education,Other,Seoul National University,education,Other,Seoul National University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.1477592575202924e-79,478
A5091584427,A5091584427,Jillian Fisher,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0005135867027733682,11.0,0.0,5.43828741345099e-13,83
A5091586373,A5091586373,Ahmed E. Hassan,Queen's University,I204722609,education,education,Other,Queen's University,education,Other,Queen's University,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,1.5037744156473512e-39,16
A5091591294,A5091591294,Gururaj Mukarambi,Central University of Karnataka,I106053113,education,education,Other,Central University of Karnataka,education,Other,Central University of Karnataka,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2521
A5091599934,A5091599934,Mohsen Bayati,Amazon (United States),I1311688040,company,company,Amazon,Amazon (United States),company,Amazon,Amazon (United States);Stanford University,Amazon;Other,True,True,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,1713
A5091610843,A5091610843,Alexander W. Bergman,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Stanford University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,2.6382430098657276e-13,101
A5091621060,A5091621060,Mukul Bhutani,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,5.612972580026012e-11,2
A5091630533,A5091630533,Samir Touma,Université de Montréal,I70931966,education,education,Other,Université de Montréal,education,Other,Hôpital Maisonneuve-Rosemont;Université de Montréal,Other,True,True,1,2024,0.0005602764030254925,12.0,0.0,2.7012905195642963e-18,353
A5091632184,A5091632184,Luigi Nibali,King's College London,I183935753,education,education,Other,King's College London,education,Other,King's College London,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,532
A5091648103,A5091648103,Minsoo Rhu,Korea Advanced Institute of Science and Technology,I157485424,education,education,Other,Korea Advanced Institute of Science and Technology,education,Other,Korea Advanced Institute of Science and Technology,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2522
A5091651463,A5091651463,Yongcan Wang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,3.454360616663821e-13,115
A5091655085,A5091655085,Matthew C. H. Lee,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0014940704080679801,32.0,0.0,1.5613224313589996e-16,768
A5091662550,A5091662550,Atefeh Mahdavi Goloujeh,Georgia Institute of Technology,I130701444,education,education,Other,Georgia Institute of Technology,education,Other,Georgia Institute of Technology,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1264
A5091663194,A5091663194,Yinhao Tang,Shanghai Artificial Intelligence Laboratory,I4391012619,facility,research_institute,Other,Shanghai Artificial Intelligence Laboratory,research_institute,Other,Shanghai Artificial Intelligence Laboratory,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,2.735182907395725e-15,74
A5091689170,A5091689170,Sven Nebelung,RWTH Aachen University,I887968799,education,education,Other,RWTH Aachen University,education,Other,RWTH Aachen University;Universitätsklinikum Aachen,Other,True,True,3,2024,0.0006536558035297413,18.0,0.0,7.362741066419113e-12,67
A5091689398,A5091689398,Amon Rapp,University of Turin,I55143463,education,education,Other,University of Turin,education,Other,University of Turin,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1435
A5091696446,A5091696446,Hilbert Yuen In Lam,Nanyang Technological University,I172675005,education,education,Other,Nanyang Technological University,education,Other,Nanyang Technological University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,542
A5091697696,A5091697696,Hirotatsu Imai,Sakai Municipal Hospital,I4210104391,healthcare,healthcare,Other,Sakai Municipal Hospital,healthcare,Other,Sakai Municipal Hospital,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,27
A5091703383,A5091703383,Baodi Liu,Zhejiang Lab,I4210123185,facility,research_institute,Other,Zhejiang Lab,research_institute,Other,"China University of Petroleum, East China;Zhejiang Lab",Other,True,True,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1900
A5091710463,A5091710463,Gregory A. Abel,Dana-Farber Cancer Institute,I4210117453,facility,research_institute,Other,Dana-Farber Cancer Institute,research_institute,Other,Dana-Farber Cancer Institute,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,2.546899267730165e-67,1028
A5091712887,A5091712887,Rohan Ghosalkar,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0010271734055467363,22.0,0.0,9.766730220478184e-39,56
A5091713549,A5091713549,Siru Liu,Vanderbilt University Medical Center,I901861585,healthcare,healthcare,Other,Vanderbilt University Medical Center,healthcare,Other,Vanderbilt University Medical Center,Other,False,False,2,2024,0.0008871043047903632,19.0,0.0013829224195711723,1.9478045756053343e-12,132
A5091715567,A5091715567,Yansheng Li,Wuhan University,I37461747,education,education,Other,Wuhan University,education,Other,Wuhan University,Other,False,False,2,2024,0.0010271734055467363,25.0,0.00032849271429431174,5.68696818402301e-15,213
A5091743314,A5091743314,Weilin Zhao,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,0.001727518909328602,37.0,0.0,4.820994478461326e-12,58
A5091745651,A5091745651,Girish Narayanswamy,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007937249042861144,17.0,0.0,3.399764564491545e-11,83
A5091748443,A5091748443,Shuofei Qiao,Zhejiang University,I76130692,education,education,Other,Zhejiang University,education,Other,Zhejiang University,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,9.330405106962125e-14,32
