author_id,author_name,year,all_institution_ids_this_year,all_institution_names_this_year,all_institution_types_this_year,all_target_firm_labels_this_year,has_company_affiliation_this_year,has_education_affiliation_this_year,has_research_institute_affiliation_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,has_company_and_education_this_year,has_company_and_research_institute_this_year,primary_institution_for_display_this_year,primary_institution_id_for_display_this_year,primary_institution_type_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,raw_recovered_affiliation_count_this_year
A5045558409,Kim N. Awa,2024,I78715868,University of Arkansas at Fayetteville,education,Other,False,True,False,False,False,False,False,University of Arkansas at Fayetteville,I78715868,education,education,Other,0
A5045559280,Từ Minh Phương,2025,I177233841,"Vietnam National University, Hanoi",education,Other,False,True,False,False,False,False,False,"Vietnam National University, Hanoi",I177233841,education,education,Other,0
A5045561693,Daniel Lemire,2024,I200745827,Université TÉLUQ,education,Other,False,True,False,False,False,False,False,Université TÉLUQ,I200745827,education,education,Other,0
A5045561861,Shengjin Tang,2022,I2801618472,PLA Rocket Force University of Engineering,education,Other,False,True,False,False,False,False,False,PLA Rocket Force University of Engineering,I2801618472,education,education,Other,0
A5045564920,Nick Schuster,2025,I118347636,Australian National University,education,Other,False,True,False,False,False,False,False,Australian National University,I118347636,education,education,Other,0
A5045566873,Petros Golitsis,2022,I91136226,University of Sheffield,education,Other,False,True,False,False,False,False,False,University of Sheffield,I91136226,education,education,Other,0
A5045572539,Kenneth S. Schweizer,2022,I157725225,University of Illinois Urbana-Champaign,education,Other,False,True,False,False,False,False,False,University of Illinois Urbana-Champaign,I157725225,education,education,Other,0
A5045573429,Michael Bailey,2024,I4210110242,Digital Science (United States),company,Other,True,False,False,False,False,False,False,Digital Science (United States),I4210110242,company,company,Other,0
A5045592180,Jamie Morgenstern,2025,I201448701,University of Washington,education,Other,False,True,False,False,False,False,False,University of Washington,I201448701,education,education,Other,0
A5045592311,Sarjana Singh,2022,I860003557,Punjab Engineering College,education,Other,False,True,False,False,False,False,False,Punjab Engineering College,I860003557,education,education,Other,0
A5045594204,Weng Marc Lim,2023,I57093077;I84339108;I96413208,Sunway University;Swinburne University of Technology;Swinburne University of Technology Sarawak Campus,education,Other,False,True,False,True,False,False,False,Sunway University,I84339108,education,education,Other,0
A5045596261,Letian Wang,2024,I185261750,University of Toronto,education,Other,False,True,False,False,False,False,False,University of Toronto,I185261750,education,education,Other,0
A5045600512,Michael Blumenstein,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045600512,Michael Blumenstein,2023,I114017466,University of Technology Sydney,education,Other,False,True,False,False,False,False,False,University of Technology Sydney,I114017466,education,education,Other,0
A5045602407,Marlène Careil,2023,I4210165912;RAW_META,Laboratoire Traitement et Communication de l’Information;Meta AI,company;facility,Meta;Other,True,False,True,True,True,False,True,Meta AI,RAW_META,company,company,Meta,1
A5045602714,Jesse F. Abrams,2023,I23923803,University of Exeter,education,Other,False,True,False,False,False,False,False,University of Exeter,I23923803,education,education,Other,0
A5045604232,Brian R Davidson,2023,I45129253,University College London,education,Other,False,True,False,False,False,False,False,University College London,I45129253,education,education,Other,0
A5045608650,Matthieu Terris,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045613208,Geoffrey Ho Duen Leung,2022,I2800906782,Hong Kong Science and Technology Parks Corporation,nonprofit,Other,False,False,False,False,False,False,False,Hong Kong Science and Technology Parks Corporation,I2800906782,nonprofit,nonprofit,Other,0
A5045614046,Baoru Huang,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045615468,Laksha Arora,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045621198,Pascal N. Tyrrell,2024,I112260969;I185261750;I4210157790,Ontario Institute for Cancer Research;Statistical Research (United States);University of Toronto,company;education;funder,Other,True,True,False,True,True,True,False,Statistical Research (United States),I4210157790,company,company,Other,0
A5045621902,Sachin Naik,2022,I244572783,Symbiosis International University,education,Other,False,True,False,False,False,False,False,Symbiosis International University,I244572783,education,education,Other,0
A5045622873,Robert Legenstein,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045622873,Robert Legenstein,2023,I4092182,Graz University of Technology,education,Other,False,True,False,False,False,False,False,Graz University of Technology,I4092182,education,education,Other,0
A5045624301,Seongjin Shin,2022,I60922564,Naver (South Korea),company,Other,True,False,False,False,False,False,False,Naver (South Korea),I60922564,company,company,Other,0
A5045624486,Harald Pfeiffer,2023,I4210127646,Max Planck Institute for Gravitational Physics,facility,Other,False,False,True,False,False,False,False,Max Planck Institute for Gravitational Physics,I4210127646,facility,research_institute,Other,0
A5045625956,Hanyao Zhang,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045627721,Lennart E. Nacke,2024,I151746483,University of Waterloo,education,Other,False,True,False,False,False,False,False,University of Waterloo,I151746483,education,education,Other,0
A5045628618,Jiapeng Zhu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045631551,Fangkai Jiao,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045631551,Fangkai Jiao,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045631551,Fangkai Jiao,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045631678,El Hassan El Mouden,2022,I119856527,Cadi Ayyad University,education,Other,False,True,False,False,False,False,False,Cadi Ayyad University,I119856527,education,education,Other,0
A5045634598,Iñaki Soto‐Rey,2022,I2802007660,University Hospital Augsburg,healthcare,Other,False,False,False,False,False,False,False,University Hospital Augsburg,I2802007660,healthcare,healthcare,Other,0
A5045635805,Divyanshu Mishra,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045635894,R. Sesma,2023,I4210123621,Tracasa (Spain),company,Other,True,False,False,False,False,False,False,Tracasa (Spain),I4210123621,company,company,Other,0
A5045641195,Yenni Lie,2022,I4210111621,Calvary Health Care Bethlehem,healthcare,Other,False,False,False,False,False,False,False,Calvary Health Care Bethlehem,I4210111621,healthcare,healthcare,Other,0
A5045641465,Xu Yang,2025,I49835588,Macao Polytechnic University,education,Other,False,True,False,False,False,False,False,Macao Polytechnic University,I49835588,education,education,Other,0
A5045644147,Hidenori Sugano,2024,I34077901,Juntendo University,education,Other,False,True,False,False,False,False,False,Juntendo University,I34077901,education,education,Other,0
A5045644650,Yong Gao Li,2022,I27357992;I4210165845,Dalian University of Technology;Southwestern Institute of Physics,education;facility,Other,False,True,True,True,True,False,False,Southwestern Institute of Physics,I4210165845,facility,research_institute,Other,0
A5045652458,Viktor Csuvik,2022,I227486990;I4210152167,MTA-SZTE Research Group on Artificial Intelligence;University of Szeged,education;facility,Other,False,True,True,True,True,False,False,University of Szeged,I227486990,education,education,Other,0
A5045652458,Viktor Csuvik,2024,I227486990,University of Szeged,education,Other,False,True,False,False,False,False,False,University of Szeged,I227486990,education,education,Other,0
A5045656461,Quan Chen,2022,I143302722,University of Kentucky,education,Other,False,True,False,False,False,False,False,University of Kentucky,I143302722,education,education,Other,0
A5045659246,Claus C. Hilgetag,2022,I159176309,Universität Hamburg,education,Other,False,True,False,False,False,False,False,Universität Hamburg,I159176309,education,education,Other,0
A5045663270,Wenjia Wang,2024,I889458895;I91045830,Texas A&M University;University of Hong Kong,education,Other,False,True,False,True,False,False,False,Texas A&M University,I91045830,education,education,Other,0
A5045663602,Esmail Hesameddini,2022,I204490172,Shiraz University of Technology,education,Other,False,True,False,False,False,False,False,Shiraz University of Technology,I204490172,education,education,Other,0
A5045668799,Zhenghui Ni,2023,I165932596;I78988378,National University of Singapore;Renmin University of China,education,Other,False,True,False,True,False,False,False,National University of Singapore,I165932596,education,education,Other,0
A5045668799,Zhenghui Ni,2025,I78988378,Renmin University of China,education,Other,False,True,False,False,False,False,False,Renmin University of China,I78988378,education,education,Other,0
A5045670851,Marium Raza,2024,I136199984,Harvard University,education,Other,False,True,False,False,False,False,False,Harvard University,I136199984,education,education,Other,0
A5045671268,Chi Kin Chan,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045671665,Chockalingam Aravind Vaithilingam,2025,I4210143550,Taylor's University,education,Other,False,True,False,False,False,False,False,Taylor's University,I4210143550,education,education,Other,0
A5045674062,Erik Learned-Miller,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045676373,Sungmin Yoon,2024,I848706,Sungkyunkwan University,education,Other,False,True,False,False,False,False,False,Sungkyunkwan University,I848706,education,education,Other,0
A5045676644,Satoshi Nakagawa,2024,I74801974,The University of Tokyo,education,Other,False,True,False,False,False,False,False,The University of Tokyo,I74801974,education,education,Other,0
A5045679867,Maxime Descoteaux,2025,I135117807,Université de Sherbrooke,education,Other,False,True,False,False,False,False,False,Université de Sherbrooke,I135117807,education,education,Other,0
A5045680247,Faisal Khalil,2022,I170658231,Osnabrück University,education,Other,False,True,False,False,False,False,False,Osnabrück University,I170658231,education,education,Other,0
A5045684460,Zhenhailong Wang,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045684460,Zhenhailong Wang,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045684529,Anqi Pang,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045684734,Ming Yin,2025,I20089843,Princeton University,education,Other,False,True,False,False,False,False,False,Princeton University,I20089843,education,education,Other,0
A5045686738,Philipp del Hougne,2022,I1294671590;I56067802,Centre National de la Recherche Scientifique;Université de Rennes,education;government,Other,False,True,False,True,True,False,False,Université de Rennes,I56067802,education,education,Other,0
A5045689081,Andrew Watson,2022,I135310074,University of Wisconsin–Madison,education,Other,False,True,False,False,False,False,False,University of Wisconsin–Madison,I135310074,education,education,Other,0
A5045691554,Christopher Sutton,2025,I155781252,University of South Carolina,education,Other,False,True,False,False,False,False,False,University of South Carolina,I155781252,education,education,Other,0
A5045698412,R. Maria del Rio-Chanona,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045699575,Cynthia Sabrina Schmidt,2025,I4210119759,Essen University Hospital,funder,Other,False,False,False,False,False,False,False,Essen University Hospital,I4210119759,funder,unknown,Other,0
A5045702830,Zhun Liu,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045705100,Jingyi Xie,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045705475,Hai Yang,2023,I200769079;I889458895,Hong Kong University of Science and Technology;University of Hong Kong,education,Other,False,True,False,True,False,False,False,Hong Kong University of Science and Technology,I200769079,education,education,Other,0
A5045705475,Hai Yang,2025,I200769079,Hong Kong University of Science and Technology,education,Other,False,True,False,False,False,False,False,Hong Kong University of Science and Technology,I200769079,education,education,Other,0
